Date,USDCNY_theta,USDBRL_theta,USDZAR_theta,USDRUB_theta,EURUSD_theta,USDJPY_theta,USDMXN_theta,USDCAD_theta,Total_theta
2019-05-23,0,0,0,0,0,119.2751481,0,0,119.2751481
2019-05-24,0,0,0,0,0,56.0196371,0,0,56.0196371
2019-05-27,0,0,0,0,0,21.75784939,0,0,21.75784939
2019-05-28,0,0,0,0,0,4.823320553,0,0,4.823320553
2019-05-29,0,0,0,0,0,3.146371485,0,0,3.146371485
2019-05-30,0,0,0,0,0,0.00451944,0,0,0.00451944
2019-05-31,0,0,0,0,0,0,0,0,0
2019-06-03,207.6364978,0,0,0,0,0,0,0,207.6364978
2019-06-04,212.0957736,0,0,0,0,0,0,0,212.0957736
2019-06-05,193.8397288,0,0,0,0,0,0,0,193.8397288
2019-06-06,224.3222518,0,0,0,0,0,0,0,224.3222518
2019-06-07,300.2894025,0,0,0,0,0,0,0,300.2894025
2019-06-10,271.5431415,0,0,0,0,0,0,0,271.5431415
2019-06-11,307.6666731,0,0,0,0,0,0,0,307.6666731
2019-06-12,357.6617947,0,0,0,0,0,0,0,357.6617947
2019-06-13,332.9139835,0,0,0,0,0,0,0,332.9139835
2019-06-14,408.2059921,0,0,0,0,0,0,0,408.2059921
2019-06-17,470.2483368,0,0,0,0,0,0,0,470.2483368
2019-06-18,466.4509662,0,0,0,0,0,0,0,466.4509662
2019-06-19,422.7110031,0,0,0,0,0,0,0,422.7110031
2019-06-20,187.2325642,0,0,0,0,0,0,0,187.2325642
2019-06-21,300.213811,0,0,0,0,0,0,0,300.213811
2019-06-24,330.1393356,0,0,0,0,0,0,0,330.1393356
2019-06-25,384.3387955,0,0,0,0,0,0,0,384.3387955
2019-06-26,290.4154167,0,0,0,0,0,0,0,290.4154167
2019-06-27,350.3540043,0,0,0,0,0,0,0,350.3540043
2019-06-28,261.9798551,0,0,0,0,0,0,0,261.9798551
2019-07-01,102.5578253,0,0,0,0,0,0,0,102.5578253
2019-07-02,100.7502408,0,0,0,0,0,0,0,100.7502408
2019-07-03,121.6352533,0,0,0,0,0,0,0,121.6352533
2019-07-04,33.0616019,0,0,0,0,0,0,0,33.0616019
2019-07-05,-19.39936224,0,0,0,0,0,0,0,-19.39936224
2019-07-08,13.79674821,0,0,0,0,0,0,0,13.79674821
2019-07-09,-15.03033514,0,0,0,0,0,0,0,-15.03033514
2019-07-10,60.58141514,0,0,0,0,0,0,0,60.58141514
2019-07-11,48.03365252,0,0,0,0,0,0,0,48.03365252
2019-07-12,0.443948371,0,0,0,0,0,0,0,0.443948371
2019-07-15,-6.934868033,0,0,0,0,0,0,0,-6.934868033
2019-07-16,38.31731535,0,0,0,0,0,0,0,38.31731535
2019-07-17,38.99325549,0,0,0,0,0,0,0,38.99325549
2019-07-18,72.30692613,0,0,0,0,0,0,0,72.30692613
2019-07-19,93.06614839,0,0,0,0,0,0,0,93.06614839
2019-07-22,20.75813592,0,0,0,0,0,0,0,20.75813592
2019-07-23,-16.54963967,0,0,0,0,0,0,0,-16.54963967
2019-07-24,25.38071466,0,0,0,0,0,0,0,25.38071466
2019-07-25,2.13899561,0,0,0,0,0,0,0,2.13899561
2019-07-26,-64.95924844,0,0,0,0,0,0,0,-64.95924844
2019-07-29,-38.39720375,0,0,0,0,0,0,0,-38.39720375
2019-07-30,-107.1109242,0,0,0,0,0,0,0,-107.1109242
2019-07-31,1802.073518,0,0,0,0,0,0,0,1802.073518
2019-08-01,215.0206612,0,0,0,0,0,0,0,215.0206612
2019-08-02,592.061747,0,0,0,0,0,0,0,592.061747
2019-08-05,597.0479668,0,0,0,0,0,0,0,597.0479668
2019-08-06,357.815372,0,0,0,0,0,0,0,357.815372
2019-08-07,471.5126657,0,0,0,0,0,0,0,471.5126657
2019-08-08,395.1797099,0,0,0,0,0,0,0,395.1797099
2019-08-09,314.3777331,0,0,0,0,0,0,0,314.3777331
2019-08-12,590.8320877,0,0,0,0,0,0,0,590.8320877
2019-08-13,-81.94944562,0,0,0,0,0,0,0,-81.94944562
2019-08-14,179.5046636,0,0,0,0,0,0,0,179.5046636
2019-08-15,86.92696308,0,0,0,0,0,0,0,86.92696308
2019-08-16,0.596382078,0,0,0,0,0,0,0,0.596382078
2019-08-19,-315.8223873,0,0,0,0,0,0,0,-315.8223873
2019-08-20,-13.17602559,0,0,0,0,0,0,0,-13.17602559
2019-08-21,123.1170688,0,0,0,0,0,0,0,123.1170688
2019-08-22,400.4736572,0,0,0,0,0,0,0,400.4736572
2019-08-23,346.5693921,0,0,0,0,0,0,0,346.5693921
2019-08-26,2909.398689,0,0,0,0,0,0,0,2909.398689
2019-08-27,4160.872425,0,0,0,0,0,0,0,4160.872425
2019-08-28,5608.271009,0,0,0,0,0,0,0,5608.271009
2019-08-29,-19478.67002,0,0,0,0,0,0,0,-19478.67002
2019-08-30,0,0,0,0,0,0,0,0,0
2019-09-02,114.9465185,0,0,0,0,0,0,0,114.9465185
2019-09-03,21.71337738,0,0,0,0,0,0,0,21.71337738
2019-09-04,44.59330819,0,0,0,0,0,0,0,44.59330819
2019-09-05,39.38533404,0,0,0,0,0,0,0,39.38533404
2019-09-06,56.228029,0,0,0,0,0,0,0,56.228029
2019-09-09,45.19285692,0,0,0,0,0,0,0,45.19285692
2019-09-10,92.5930761,0,0,0,0,0,0,0,92.5930761
2019-09-11,71.63471491,0,0,0,0,0,0,0,71.63471491
2019-09-12,133.0286285,0,0,0,0,0,0,0,133.0286285
2019-09-13,66.18797002,0,0,0,0,0,0,0,66.18797002
2019-09-16,137.3271842,0,0,0,0,0,0,0,137.3271842
2019-09-17,207.2041973,0,0,0,0,0,0,0,207.2041973
2019-09-18,204.0585181,0,0,0,0,0,0,0,204.0585181
2019-09-19,219.8235319,0,0,0,0,0,0,0,219.8235319
2019-09-20,243.446933,0,0,0,0,0,0,0,243.446933
2019-09-23,366.8860212,0,0,0,0,0,0,0,366.8860212
2019-09-24,240.6878493,0,0,0,0,0,0,0,240.6878493
2019-09-25,456.6801018,0,0,0,0,0,0,0,456.6801018
2019-09-26,416.424473,0,0,0,0,0,0,0,416.424473
2019-09-27,1055.546275,0,0,0,0,0,0,0,1055.546275
2019-09-30,4175.02177,0,0,0,0,0,0,0,4175.02177
2019-10-01,351.1123566,0,0,0,0,0,0,0,351.1123566
2019-10-02,381.2918123,0,0,0,0,0,0,0,381.2918123
2019-10-03,333.0700214,0,0,0,0,0,0,0,333.0700214
2019-10-04,249.1449209,0,0,0,0,0,0,0,249.1449209
2019-10-07,350.9859293,0,0,0,0,0,0,0,350.9859293
2019-10-08,466.3735926,0,0,0,0,0,0,0,466.3735926
2019-10-09,408.6115748,0,0,0,0,0,0,0,408.6115748
2019-10-10,324.2062542,0,0,0,0,0,0,0,324.2062542
2019-10-11,209.9340529,0,0,0,0,0,0,0,209.9340529
2019-10-14,107.9452524,0,0,0,0,0,0,0,107.9452524
2019-10-15,124.4525946,0,0,0,0,0,0,0,124.4525946
2019-10-16,167.7515806,0,0,0,0,0,0,0,167.7515806
2019-10-17,103.4448713,0,0,0,0,0,0,0,103.4448713
2019-10-18,116.9134722,0,0,0,0,0,0,0,116.9134722
2019-10-21,72.93830693,0,0,0,0,0,0,0,72.93830693
2019-10-22,59.03011496,0,0,0,0,0,0,0,59.03011496
2019-10-23,22.90762229,0,0,0,0,0,0,0,22.90762229
2019-10-24,26.52991669,0,0,0,0,0,0,0,26.52991669
2019-10-25,4.583251749,0,0,0,0,0,0,0,4.583251749
2019-10-28,4.570622681,0,0,0,0,0,0,0,4.570622681
2019-10-29,0.573263421,0,0,0,0,0,0,0,0.573263421
2019-10-30,7.78E-05,0,0,0,0,0,0,0,7.78E-05
2019-10-31,8.13E-09,0,0,0,0,0,0,0,8.13E-09
2019-11-01,202.8277174,0,0,0,0,0,0,0,202.8277174
2019-11-04,198.2465052,0,0,0,0,0,0,0,198.2465052
2019-11-05,188.9328589,0,0,0,0,0,0,0,188.9328589
2019-11-06,236.5733546,0,0,0,0,0,0,0,236.5733546
2019-11-07,197.5953643,0,0,0,0,0,0,0,197.5953643
2019-11-08,242.9918245,0,0,0,0,0,0,0,242.9918245
2019-11-11,323.5235489,0,0,0,0,0,0,0,323.5235489
2019-11-12,398.8645259,0,0,0,0,0,0,0,398.8645259
2019-11-13,458.3549879,0,0,0,0,0,0,0,458.3549879
2019-11-14,455.2114646,0,0,0,0,0,0,0,455.2114646
2019-11-15,342.3824803,0,0,0,0,0,0,0,342.3824803
2019-11-18,603.8083421,0,0,0,0,0,0,0,603.8083421
2019-11-19,565.8858371,0,0,0,0,0,0,0,565.8858371
2019-11-20,777.761121,0,0,0,0,0,0,0,777.761121
2019-11-21,559.9233951,0,0,0,0,0,0,0,559.9233951
2019-11-22,499.5764728,0,0,0,0,0,0,0,499.5764728
2019-11-25,626.310609,0,0,0,0,0,0,0,626.310609
2019-11-26,305.280535,0,0,0,0,0,0,0,305.280535
2019-11-27,665.4810971,0,0,0,0,0,0,0,665.4810971
2019-11-28,701.6745511,0,0,0,0,0,0,0,701.6745511
2019-11-29,0,0,0,0,0,0,0,0,0
2019-12-02,0,0,0,0,0,148.2775699,0,0,148.2775699
2019-12-03,0,0,0,0,0,179.5353285,0,0,179.5353285
2019-12-04,0,0,0,0,0,174.3147511,0,0,174.3147511
2019-12-05,0,0,0,0,0,168.3018225,0,0,168.3018225
2019-12-06,0,0,0,0,0,180.8712753,0,0,180.8712753
2019-12-09,0,0,0,0,0,210.6952781,0,0,210.6952781
2019-12-10,0,0,0,0,0,227.7455386,0,0,227.7455386
2019-12-11,0,0,0,0,0,217.2733228,0,0,217.2733228
2019-12-12,0,0,0,0,0,202.9375358,0,0,202.9375358
2019-12-13,0,0,0,0,0,187.2898264,0,0,187.2898264
2019-12-16,0,0,0,0,0,150.7399983,0,0,150.7399983
2019-12-17,0,0,0,0,0,152.9309674,0,0,152.9309674
2019-12-18,0,0,0,0,0,111.9874416,0,0,111.9874416
2019-12-19,0,0,0,0,0,130.5840101,0,0,130.5840101
2019-12-20,0,0,0,0,0,89.80664393,0,0,89.80664393
2019-12-23,0,0,0,0,0,79.24900484,0,0,79.24900484
2019-12-24,0,0,0,0,0,78.92357099,0,0,78.92357099
2019-12-25,0,0,0,0,0,91.54903957,0,0,91.54903957
2019-12-26,0,0,0,0,0,26.11153517,0,0,26.11153517
2019-12-27,0,0,0,0,0,110.0006822,0,0,110.0006822
2019-12-30,0,0,0,0,0,662.628562,0,0,662.628562
2019-12-31,0,0,0,0,0,1067.851386,0,0,1067.851386
2020-01-01,0,0,0,0,-2837.147519,0,0,0,-2837.147519
2020-01-02,0,0,0,0,-2771.570049,0,0,0,-2771.570049
2020-01-03,0,0,0,0,-2695.842283,0,0,0,-2695.842283
2020-01-06,0,0,0,0,-2649.713958,0,0,0,-2649.713958
2020-01-07,0,0,0,0,-2451.772939,0,0,0,-2451.772939
2020-01-08,0,0,0,0,-1938.094774,0,0,0,-1938.094774
2020-01-09,0,0,0,0,-1807.284986,0,0,0,-1807.284986
2020-01-10,0,0,0,0,-1924.938935,0,0,0,-1924.938935
2020-01-13,0,0,0,0,-1874.580674,0,0,0,-1874.580674
2020-01-14,0,0,0,0,-1685.286,0,0,0,-1685.286
2020-01-15,0,0,0,0,-1862.659381,0,0,0,-1862.659381
2020-01-16,0,0,0,0,-1652.062968,0,0,0,-1652.062968
2020-01-17,0,0,0,0,-1000.070539,0,0,0,-1000.070539
2020-01-20,0,0,0,0,-743.6875301,0,0,0,-743.6875301
2020-01-21,0,0,0,0,-515.9124681,0,0,0,-515.9124681
2020-01-22,0,0,0,0,-511.0966391,0,0,0,-511.0966391
2020-01-23,0,0,0,0,-234.5067528,0,0,0,-234.5067528
2020-01-24,0,0,0,0,-68.72379741,0,0,0,-68.72379741
2020-01-27,0,0,0,0,-3.49644477,0,0,0,-3.49644477
2020-01-28,0,0,0,0,-0.378184994,0,0,0,-0.378184994
2020-01-29,0,0,0,0,-2.70E-05,0,0,0,-2.70E-05
2020-01-30,0,0,0,0,-6.32E-09,0,0,0,-6.32E-09
2020-01-31,0,0,0,0,0,0,0,0,0
2020-02-03,0,212.6246542,0,0,0,0,0,0,212.6246542
2020-02-04,0,221.3288066,0,0,0,0,0,0,221.3288066
2020-02-05,0,233.948534,0,0,0,0,0,0,233.948534
2020-02-06,0,208.2231095,0,0,0,0,0,0,208.2231095
2020-02-07,0,169.0860297,0,0,0,0,0,0,169.0860297
2020-02-10,0,162.3079154,0,0,0,0,0,0,162.3079154
2020-02-11,0,141.6097504,0,0,0,0,0,0,141.6097504
2020-02-12,0,71.35732007,0,0,0,0,0,0,71.35732007
2020-02-13,0,57.44626669,0,0,0,0,0,0,57.44626669
2020-02-14,0,241.788777,0,0,0,0,0,0,241.788777
2020-02-17,0,117.2911424,0,0,0,0,0,0,117.2911424
2020-02-18,0,-41.95214414,0,0,0,0,0,0,-41.95214414
2020-02-19,0,-102.7217784,0,0,0,0,0,0,-102.7217784
2020-02-20,0,-103.4583347,0,0,0,0,0,0,-103.4583347
2020-02-21,0,-95.15460742,0,0,0,0,0,0,-95.15460742
2020-02-24,0,-53.02518326,0,0,0,0,0,0,-53.02518326
2020-02-25,0,-12.97430552,0,0,0,0,0,0,-12.97430552
2020-02-26,0,8.043111313,0,0,0,0,0,0,8.043111313
2020-02-27,0,246.9979259,0,0,0,0,0,0,246.9979259
2020-02-28,0,0,0,0,0,0,0,0,0
2020-03-02,0,193.027344,0,0,0,0,0,0,193.027344
2020-03-03,0,191.3383145,0,0,0,0,0,0,191.3383145
2020-03-04,0,145.5621523,0,0,0,0,0,0,145.5621523
2020-03-05,0,135.6530448,0,0,0,0,0,0,135.6530448
2020-03-06,0,158.5252617,0,0,0,0,0,0,158.5252617
2020-03-09,0,203.0429521,0,0,0,0,0,0,203.0429521
2020-03-10,0,234.6121605,0,0,0,0,0,0,234.6121605
2020-03-11,0,76.29137685,0,0,0,0,0,0,76.29137685
2020-03-12,0,363.8963368,0,0,0,0,0,0,363.8963368
2020-03-13,0,366.9619199,0,0,0,0,0,0,366.9619199
2020-03-16,0,200.9151643,0,0,0,0,0,0,200.9151643
2020-03-17,0,212.5220241,0,0,0,0,0,0,212.5220241
2020-03-18,0,198.4876908,0,0,0,0,0,0,198.4876908
2020-03-19,0,173.7753423,0,0,0,0,0,0,173.7753423
2020-03-20,0,128.5587537,0,0,0,0,0,0,128.5587537
2020-03-23,0,92.30493433,0,0,0,0,0,0,92.30493433
2020-03-24,0,70.55350364,0,0,0,0,0,0,70.55350364
2020-03-25,0,86.27249369,0,0,0,0,0,0,86.27249369
2020-03-26,0,71.02265664,0,0,0,0,0,0,71.02265664
2020-03-27,0,97.02476825,0,0,0,0,0,0,97.02476825
2020-03-30,0,226.2960897,0,0,0,0,0,0,226.2960897
2020-03-31,0,445.4940121,0,0,0,0,0,0,445.4940121
2020-04-01,0,224.0175357,0,0,0,0,0,0,224.0175357
2020-04-02,0,214.5705719,0,0,0,0,0,0,214.5705719
2020-04-03,0,187.4630246,0,0,0,0,0,0,187.4630246
2020-04-06,0,231.2206625,0,0,0,0,0,0,231.2206625
2020-04-07,0,232.6208939,0,0,0,0,0,0,232.6208939
2020-04-08,0,229.265275,0,0,0,0,0,0,229.265275
2020-04-09,0,224.5979495,0,0,0,0,0,0,224.5979495
2020-04-10,0,223.7386859,0,0,0,0,0,0,223.7386859
2020-04-13,0,253.6814389,0,0,0,0,0,0,253.6814389
2020-04-14,0,255.6530424,0,0,0,0,0,0,255.6530424
2020-04-15,0,266.2549757,0,0,0,0,0,0,266.2549757
2020-04-16,0,275.7080948,0,0,0,0,0,0,275.7080948
2020-04-17,0,288.966457,0,0,0,0,0,0,288.966457
2020-04-20,0,285.929516,0,0,0,0,0,0,285.929516
2020-04-21,0,322.2658763,0,0,0,0,0,0,322.2658763
2020-04-22,0,167.2012171,0,0,0,0,0,0,167.2012171
2020-04-23,0,113.8622846,0,0,0,0,0,0,113.8622846
2020-04-24,0,120.3695283,0,0,0,0,0,0,120.3695283
2020-04-27,0,109.1848023,0,0,0,0,0,0,109.1848023
2020-04-28,0,208.0498715,0,0,0,0,0,0,208.0498715
2020-04-29,0,668.0868833,0,0,0,0,0,0,668.0868833
2020-04-30,0,267.5874226,0,0,0,0,0,0,267.5874226
2020-05-01,0,0,0,0,-1885.046855,0,0,0,-1885.046855
2020-05-04,0,0,0,0,-1745.271617,0,0,0,-1745.271617
2020-05-05,0,0,0,0,-1486.192095,0,0,0,-1486.192095
2020-05-06,0,0,0,0,-1246.619737,0,0,0,-1246.619737
2020-05-07,0,0,0,0,-1387.757048,0,0,0,-1387.757048
2020-05-08,0,0,0,0,-1352.738907,0,0,0,-1352.738907
2020-05-11,0,0,0,0,-1082.381131,0,0,0,-1082.381131
2020-05-12,0,0,0,0,-1227.810515,0,0,0,-1227.810515
2020-05-13,0,0,0,0,-1046.013299,0,0,0,-1046.013299
2020-05-14,0,0,0,0,-905.4591136,0,0,0,-905.4591136
2020-05-15,0,0,0,0,-921.626531,0,0,0,-921.626531
2020-05-18,0,0,0,0,-1203.468553,0,0,0,-1203.468553
2020-05-19,0,0,0,0,-1183.993318,0,0,0,-1183.993318
2020-05-20,0,0,0,0,-1172.705251,0,0,0,-1172.705251
2020-05-21,0,0,0,0,-1127.044048,0,0,0,-1127.044048
2020-05-22,0,0,0,0,-936.4016774,0,0,0,-936.4016774
2020-05-25,0,0,0,0,-713.3201851,0,0,0,-713.3201851
2020-05-26,0,0,0,0,-816.696475,0,0,0,-816.696475
2020-05-27,0,0,0,0,-668.2851045,0,0,0,-668.2851045
2020-05-28,0,0,0,0,-297.207288,0,0,0,-297.207288
2020-05-29,0,0,0,0,-98.81403655,0,0,0,-98.81403655
2020-06-01,295.7653828,0,0,0,0,0,0,0,295.7653828
2020-06-02,256.677703,0,0,0,0,0,0,0,256.677703
2020-06-03,272.3232324,0,0,0,0,0,0,0,272.3232324
2020-06-04,276.1356757,0,0,0,0,0,0,0,276.1356757
2020-06-05,177.7616758,0,0,0,0,0,0,0,177.7616758
2020-06-08,175.9034144,0,0,0,0,0,0,0,175.9034144
2020-06-09,232.6927186,0,0,0,0,0,0,0,232.6927186
2020-06-10,178.3551817,0,0,0,0,0,0,0,178.3551817
2020-06-11,207.819226,0,0,0,0,0,0,0,207.819226
2020-06-12,227.000561,0,0,0,0,0,0,0,227.000561
2020-06-15,226.061024,0,0,0,0,0,0,0,226.061024
2020-06-16,258.4793392,0,0,0,0,0,0,0,258.4793392
2020-06-17,241.9022189,0,0,0,0,0,0,0,241.9022189
2020-06-18,201.7305062,0,0,0,0,0,0,0,201.7305062
2020-06-19,194.853217,0,0,0,0,0,0,0,194.853217
2020-06-22,144.1501722,0,0,0,0,0,0,0,144.1501722
2020-06-23,129.5522239,0,0,0,0,0,0,0,129.5522239
2020-06-24,175.8092774,0,0,0,0,0,0,0,175.8092774
2020-06-25,186.3782248,0,0,0,0,0,0,0,186.3782248
2020-06-26,154.0178365,0,0,0,0,0,0,0,154.0178365
2020-06-29,63.62230774,0,0,0,0,0,0,0,63.62230774
2020-06-30,0.545653869,0,0,0,0,0,0,0,0.545653869
2020-07-01,0,0,0,0,-2013.276511,0,0,0,-2013.276511
2020-07-02,0,0,0,0,-1983.828091,0,0,0,-1983.828091
2020-07-03,0,0,0,0,-1943.972479,0,0,0,-1943.972479
2020-07-06,0,0,0,0,-1709.410416,0,0,0,-1709.410416
2020-07-07,0,0,0,0,-1763.14816,0,0,0,-1763.14816
2020-07-08,0,0,0,0,-1536.194461,0,0,0,-1536.194461
2020-07-09,0,0,0,0,-1665.35669,0,0,0,-1665.35669
2020-07-10,0,0,0,0,-1573.085518,0,0,0,-1573.085518
2020-07-13,0,0,0,0,-1304.450471,0,0,0,-1304.450471
2020-07-14,0,0,0,0,-1022.401505,0,0,0,-1022.401505
2020-07-15,0,0,0,0,-920.9973996,0,0,0,-920.9973996
2020-07-16,0,0,0,0,-926.6088254,0,0,0,-926.6088254
2020-07-17,0,0,0,0,-748.0921519,0,0,0,-748.0921519
2020-07-20,0,0,0,0,-297.4154937,0,0,0,-297.4154937
2020-07-21,0,0,0,0,-100.6165471,0,0,0,-100.6165471
2020-07-22,0,0,0,0,-37.87931973,0,0,0,-37.87931973
2020-07-23,0,0,0,0,-19.26086556,0,0,0,-19.26086556
2020-07-24,0,0,0,0,-2.670481848,0,0,0,-2.670481848
2020-07-27,0,0,0,0,-0.032947425,0,0,0,-0.032947425
2020-07-28,0,0,0,0,-0.000365795,0,0,0,-0.000365795
2020-07-29,0,0,0,0,-4.25E-10,0,0,0,-4.25E-10
2020-07-30,0,0,0,0,-4.05E-26,0,0,0,-4.05E-26
2020-07-31,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,-1871.98382,0,0,0,-1871.98382
2020-08-04,0,0,0,0,-1729.449843,0,0,0,-1729.449843
2020-08-05,0,0,0,0,-1584.227761,0,0,0,-1584.227761
2020-08-06,0,0,0,0,-1485.701064,0,0,0,-1485.701064
2020-08-07,0,0,0,0,-1650.621369,0,0,0,-1650.621369
2020-08-10,0,0,0,0,-1582.91954,0,0,0,-1582.91954
2020-08-11,0,0,0,0,-1546.336608,0,0,0,-1546.336608
2020-08-12,0,0,0,0,-1474.957026,0,0,0,-1474.957026
2020-08-13,0,0,0,0,-1381.827398,0,0,0,-1381.827398
2020-08-14,0,0,0,0,-1247.810158,0,0,0,-1247.810158
2020-08-17,0,0,0,0,-993.1462266,0,0,0,-993.1462266
2020-08-18,0,0,0,0,-744.2874848,0,0,0,-744.2874848
2020-08-19,0,0,0,0,-1035.283442,0,0,0,-1035.283442
2020-08-20,0,0,0,0,-894.9827527,0,0,0,-894.9827527
2020-08-21,0,0,0,0,-1054.627538,0,0,0,-1054.627538
2020-08-24,0,0,0,0,-898.3355835,0,0,0,-898.3355835
2020-08-25,0,0,0,0,-672.9388413,0,0,0,-672.9388413
2020-08-26,0,0,0,0,-608.782534,0,0,0,-608.782534
2020-08-27,0,0,0,0,-537.8213507,0,0,0,-537.8213507
2020-08-28,0,0,0,0,-177.2532237,0,0,0,-177.2532237
2020-08-31,0,0,0,0,-0.106138115,0,0,0,-0.106138115
2020-09-01,0,0,0,0,-1984.039728,0,0,0,-1984.039728
2020-09-02,0,0,0,0,-1936.983221,0,0,0,-1936.983221
2020-09-03,0,0,0,0,-1900.120736,0,0,0,-1900.120736
2020-09-04,0,0,0,0,-1843.169173,0,0,0,-1843.169173
2020-09-07,0,0,0,0,-1695.535902,0,0,0,-1695.535902
2020-09-08,0,0,0,0,-1556.535759,0,0,0,-1556.535759
2020-09-09,0,0,0,0,-1588.063459,0,0,0,-1588.063459
2020-09-10,0,0,0,0,-1576.140139,0,0,0,-1576.140139
2020-09-11,0,0,0,0,-1590.530883,0,0,0,-1590.530883
2020-09-14,0,0,0,0,-1489.962021,0,0,0,-1489.962021
2020-09-15,0,0,0,0,-1419.187919,0,0,0,-1419.187919
2020-09-16,0,0,0,0,-1277.961599,0,0,0,-1277.961599
2020-09-17,0,0,0,0,-1318.627893,0,0,0,-1318.627893
2020-09-18,0,0,0,0,-1241.612054,0,0,0,-1241.612054
2020-09-21,0,0,0,0,-804.0377628,0,0,0,-804.0377628
2020-09-22,0,0,0,0,-414.5377985,0,0,0,-414.5377985
2020-09-23,0,0,0,0,-192.0728455,0,0,0,-192.0728455
2020-09-24,0,0,0,0,-171.6751878,0,0,0,-171.6751878
2020-09-25,0,0,0,0,-44.12382272,0,0,0,-44.12382272
2020-09-28,0,0,0,0,-5.850479401,0,0,0,-5.850479401
2020-09-29,0,0,0,0,-38.73346021,0,0,0,-38.73346021
2020-09-30,0,0,0,0,-0.19449484,0,0,0,-0.19449484
2020-10-01,0,0,0,0,-2256.228143,0,0,0,-2256.228143
2020-10-02,0,0,0,0,-2220.055168,0,0,0,-2220.055168
2020-10-05,0,0,0,0,-2044.493439,0,0,0,-2044.493439
2020-10-06,0,0,0,0,-2060.542782,0,0,0,-2060.542782
2020-10-07,0,0,0,0,-1992.329249,0,0,0,-1992.329249
2020-10-08,0,0,0,0,-1950.194356,0,0,0,-1950.194356
2020-10-09,0,0,0,0,-1675.943773,0,0,0,-1675.943773
2020-10-12,0,0,0,0,-1562.178625,0,0,0,-1562.178625
2020-10-13,0,0,0,0,-1727.079169,0,0,0,-1727.079169
2020-10-14,0,0,0,0,-1674.401578,0,0,0,-1674.401578
2020-10-15,0,0,0,0,-1616.392587,0,0,0,-1616.392587
2020-10-16,0,0,0,0,-1573.171709,0,0,0,-1573.171709
2020-10-19,0,0,0,0,-1328.607395,0,0,0,-1328.607395
2020-10-20,0,0,0,0,-1002.258564,0,0,0,-1002.258564
2020-10-21,0,0,0,0,-747.5798272,0,0,0,-747.5798272
2020-10-22,0,0,0,0,-911.2324601,0,0,0,-911.2324601
2020-10-23,0,0,0,0,-510.2734195,0,0,0,-510.2734195
2020-10-26,0,0,0,0,-503.1137401,0,0,0,-503.1137401
2020-10-27,0,0,0,0,-473.5301031,0,0,0,-473.5301031
2020-10-28,0,0,0,0,-588.7164676,0,0,0,-588.7164676
2020-10-29,0,0,0,0,-299.0706427,0,0,0,-299.0706427
2020-10-30,0,0,0,0,0,0,0,0,0
2020-11-02,0,0,0,250.6520083,0,0,0,0,250.6520083
2020-11-03,0,0,0,262.6263156,0,0,0,0,262.6263156
2020-11-04,0,0,0,226.9665719,0,0,0,0,226.9665719
2020-11-05,0,0,0,179.5940047,0,0,0,0,179.5940047
2020-11-06,0,0,0,188.618125,0,0,0,0,188.618125
2020-11-09,0,0,0,153.9928406,0,0,0,0,153.9928406
2020-11-10,0,0,0,172.4693359,0,0,0,0,172.4693359
2020-11-11,0,0,0,197.1743426,0,0,0,0,197.1743426
2020-11-12,0,0,0,202.0837407,0,0,0,0,202.0837407
2020-11-13,0,0,0,182.6917217,0,0,0,0,182.6917217
2020-11-16,0,0,0,122.362475,0,0,0,0,122.362475
2020-11-17,0,0,0,116.283577,0,0,0,0,116.283577
2020-11-18,0,0,0,100.5236874,0,0,0,0,100.5236874
2020-11-19,0,0,0,91.24727024,0,0,0,0,91.24727024
2020-11-20,0,0,0,82.59131409,0,0,0,0,82.59131409
2020-11-23,0,0,0,44.40921963,0,0,0,0,44.40921963
2020-11-24,0,0,0,10.39876131,0,0,0,0,10.39876131
2020-11-25,0,0,0,4.844607169,0,0,0,0,4.844607169
2020-11-26,0,0,0,3.162714108,0,0,0,0,3.162714108
2020-11-27,0,0,0,2.482671822,0,0,0,0,2.482671822
2020-11-30,0,0,0,5.15E-05,0,0,0,0,5.15E-05
2020-12-01,0,0,0,0,-2368.162252,0,0,0,-2368.162252
2020-12-02,0,0,0,0,-2254.682881,0,0,0,-2254.682881
2020-12-03,0,0,0,0,-2120.149137,0,0,0,-2120.149137
2020-12-04,0,0,0,0,-2167.145533,0,0,0,-2167.145533
2020-12-07,0,0,0,0,-2077.742331,0,0,0,-2077.742331
2020-12-08,0,0,0,0,-2033.167436,0,0,0,-2033.167436
2020-12-09,0,0,0,0,-2034.329695,0,0,0,-2034.329695
2020-12-10,0,0,0,0,-1861.740007,0,0,0,-1861.740007
2020-12-11,0,0,0,0,-1898.235603,0,0,0,-1898.235603
2020-12-14,0,0,0,0,-1644.548208,0,0,0,-1644.548208
2020-12-15,0,0,0,0,-1552.646531,0,0,0,-1552.646531
2020-12-16,0,0,0,0,-1226.061486,0,0,0,-1226.061486
2020-12-17,0,0,0,0,-801.7954631,0,0,0,-801.7954631
2020-12-18,0,0,0,0,-693.3663149,0,0,0,-693.3663149
2020-12-21,0,0,0,0,-639.2175007,0,0,0,-639.2175007
2020-12-22,0,0,0,0,-970.9658141,0,0,0,-970.9658141
